"","ID","DemAffl","DemAge","DemClusterGroup","DemGender","DemReg","DemTVReg","PromClass","PromSpend","PromTime","TargetBuy"
"7971",17572940,9,57,"F","U","South East","London","Gold",6000,2,0
"7972",17575451,9,53,"A","F","North","N West","Tin",0.01,8,0
"7973",17576776,7,25,"F","U","South East","London","Silver",2900,1,0
"7974",17578655,11,27,"A","F","South East","London","Tin",0.01,4,1
"7975",17580358,12,76,"B","missing","South East","London","Silver",500,31,0
"7976",17581648,13,64,"D","F","South East","London","Gold",12000,10,1
"7977",17585481,11,67,"E","F","South West","S West","Silver",2500,7,0
"7978",17589266,6,54,"F","missing","Midlands","Wales & West","Silver",5000,4,0
"7979",17589894,9,42,"C","F","South East","S & S East","Silver",1000,6,1
"7980",17590965,5,52,"F","missing","Midlands","Wales & West","Platinum",60000,4,0
"7981",17591066,7,50,"E","M","Midlands","Midlands","Gold",6000,17,0
"7982",17591309,9,57,"A","M","Midlands","Midlands","Tin",0.01,5,0
"7983",17594146,7,NA,"C","U","Scottish","N Scot","Gold",12000,14,0
"7984",17598435,7,30,"B","missing","South East","London","Tin",0.01,5,0
"7985",17599482,NA,NA,"B","M","South West","S West","Silver",250,15,0
"7986",17601916,13,35,"F","F","South East","London","Silver",324,8,0
"7987",17607256,14,46,"A","F","Midlands","Wales & West","Silver",2500.01,8,1
"7988",17609518,9,37,"B","M","South East","London","Silver",600,NA,1
"7989",17609607,11,37,"B","F","South East","London","Silver",1771.63,5,1
"7990",17610702,4,46,"D","M","Midlands","Wales & West","Tin",0.01,5,0
"7991",17612942,9,61,"U","missing","South East","London","Gold",6053.35,7,0
"7992",17613876,8,68,"F","F","South East","London","Tin",0.01,5,1
"7993",17613973,11,53,"A","M","North","N West","Gold",10937.59,8,0
"7994",17618150,4,52,"B","F","South East","London","Gold",9200,16,0
"7995",17619998,9,NA,"D","F","South East","S & S East","Gold",18105.32,8,0
"7996",17620627,10,66,"A","F","South East","London","Gold",9600,8,1
"7997",17620686,5,61,"C","F","North","N East","Silver",420,16,0
"7998",17621100,16,39,"B","F","South East","London","Gold",6000,2,1
"7999",17622387,8,38,"B","U","Midlands","Midlands","Silver",3000,3,0
"8000",17622778,7,51,"F","F","South West","S West","Silver",600,9,0
"8001",17627060,5,52,"C","F","Midlands","Midlands","Silver",100,1,0
"8002",17627435,9,68,"A","missing","Midlands","East","Silver",1500,10,0
"8003",17629098,19,68,"D","F","South East","London","Gold",13123.65,12,1
"8004",17635640,3,NA,"B","F","North","Yorkshire","Silver",0.02,4,0
"8005",17640423,7,58,"E","M","Midlands","Wales & West","Gold",6000,1,0
"8006",17647487,10,53,"D","missing","South East","London","Silver",1000,9,0
"8007",17649552,11,40,"D","F","Midlands","Midlands","Tin",0.01,5,0
"8008",17650348,8,64,"D","U","South East","S & S East","Gold",5250,5,0
"8009",17656605,9,33,"C","F","North","N West","Tin",0.01,8,1
"8010",17658446,9,79,"E","F","Midlands","Midlands","Gold",10000,28,0
"8011",17658969,NA,50,"C","F","South East","London","Silver",3053.82,6,0
"8012",17660475,13,58,"D","F","Midlands","Midlands","Silver",900,8,1
"8013",17661153,11,55,"B","F","Midlands","Wales & West","Gold",9052.66,27,0
"8014",17662893,14,NA,"D","F","Midlands","Midlands","Silver",150,13,1
"8015",17665043,17,67,"C","F","Midlands","Wales & West","Tin",0.01,7,0
"8016",17667909,7,26,"B","F","Scottish","Border","Silver",500,1,0
"8017",17668328,6,58,"D","M","Scottish","C Scotland","Silver",1200,9,0
"8018",17670004,12,42,"D","F","South West","S West","Tin",0.01,4,1
"8019",17671825,9,75,"A","F","Scottish","C Scotland","Tin",0.01,8,1
"8020",17674107,23,34,"F","M","missing","missing","Gold",6053.35,NA,1
"8021",17675707,15,53,"C","F","Midlands","Wales & West","Silver",100,1,1
"8022",17677920,NA,79,"B","M","South East","S & S East","Gold",7000,4,0
"8023",17678285,14,44,"D","F","North","Yorkshire","Tin",0.01,8,0
"8024",17680425,6,43,"C","M","Midlands","Midlands","Gold",6106.7,5,0
"8025",17684919,9,45,"D","F","South East","S & S East","Tin",0.01,5,0
"8026",17685176,15,48,"F","F","South East","London","Silver",50,7,0
"8027",17690099,11,71,"C","U","Midlands","East","Silver",2500,5,0
"8028",17690315,9,69,"F","F","Midlands","East","Gold",7000,6,0
"8029",17691621,8,69,"missing","U","South East","London","Tin",0.01,8,0
"8030",17698464,10,46,"C","missing","Midlands","East","Tin",0.01,5,0
"8031",17701260,5,60,"E","F","Midlands","Midlands","Gold",6000,4,0
"8032",17706890,9,75,"A","F","South East","London","Silver",1808.04,4,0
"8033",17708141,7,61,"D","F","Scottish","C Scotland","Gold",14400,8,0
"8034",17708664,4,76,"E","F","South West","S West","Silver",5000,5,0
"8035",17711460,8,40,"B","F","South East","London","Tin",0.01,8,0
"8036",17712475,9,44,"D","F","South East","London","Tin",0.01,9,1
"8037",17713145,8,53,"C","F","Midlands","East","Tin",0.01,9,0
"8038",17713781,12,55,"D","F","South East","S & S East","Silver",900,10,0
"8039",17713978,4,50,"F","F","South East","S & S East","Tin",0.01,5,0
"8040",17714680,12,69,"E","F","Midlands","Wales & West","Silver",3026.67,7,0
"8041",17714818,11,57,"C","F","North","N West","Silver",1000,2,1
"8042",17716047,4,64,"E","M","missing","missing","Silver",500,1,0
"8043",17719534,9,51,"missing","F","Scottish","N Scot","Gold",6000,4,0
"8044",17723663,NA,54,"B","F","South East","London","Platinum",36427.29,7,1
"8045",17726670,10,40,"F","F","Midlands","Midlands","Tin",0.01,4,0
"8046",17727693,9,69,"missing","F","South East","S & S East","Platinum",25500,1,0
"8047",17731534,13,51,"F","F","Midlands","Midlands","Gold",6000,1,1
"8048",17738296,2,NA,"C","M","Midlands","Midlands","Tin",0.01,12,0
"8049",17742293,5,42,"A","F","Scottish","C Scotland","Silver",125.01,5,0
"8050",17742501,3,66,"B","F","North","Yorkshire","Tin",0.01,5,0
"8051",17744032,11,63,"B","F","South West","S West","Gold",15000,18,0
"8052",17744830,10,61,"E","missing","South East","S & S East","Silver",200.01,10,0
"8053",17746167,10,40,"E","M","Midlands","Midlands","Gold",5000.01,5,1
"8054",17746299,5,63,"A","U","South East","London","Silver",1000,5,0
"8055",17746442,4,73,"D","F","South East","S & S East","Silver",3750,4,0
"8056",17747627,5,60,"D","F","North","N West","Silver",2000,5,0
"8057",17749956,8,NA,"C","U","South East","London","Silver",5000,4,0
"8058",17750741,15,55,"F","F","Midlands","Midlands","Silver",3025,5,1
"8059",17751934,13,40,"E","M","Scottish","N Scot","Tin",0.01,4,1
"8060",17751985,9,38,"E","F","North","Yorkshire","Gold",5500,12,0
"8061",17753031,6,NA,"C","F","Midlands","Midlands","Tin",0.01,8,0
"8062",17753872,9,71,"A","missing","Scottish","C Scotland","Silver",2000,5,0
"8063",17754445,7,36,"B","F","South East","London","Tin",0.01,8,1
"8064",17755247,7,59,"F","F","Midlands","Midlands","Tin",0.01,1,1
"8065",17756928,7,32,"B","missing","South East","S & S East","Silver",500,1,0
"8066",17759870,5,51,"B","M","South East","London","Gold",6000,2,0
"8067",17760100,4,66,"C","U","Midlands","Wales & West","Platinum",28212.02,30,0
"8068",17765161,9,57,"A","M","Midlands","Midlands","Silver",4200,5,0
"8069",17766389,13,42,"C","F","South East","London","Silver",3000,2,0
"8070",17768012,12,42,"F","F","North","N East","Tin",0.01,5,1
"8071",17768845,7,72,"C","missing","Midlands","Wales & West","Gold",6600,15,0
"8072",17768985,10,49,"F","M","North","Yorkshire","Tin",0.01,8,0
"8073",17771129,6,65,"D","missing","Midlands","Midlands","Silver",500,9,0
"8074",17772648,10,46,"F","M","South West","S West","Tin",0.01,4,0
"8075",17774322,10,43,"D","M","Midlands","Midlands","Silver",1440,5,0
"8076",17775175,9,43,"C","F","missing","missing","Silver",1000,1,1
"8077",17775353,15,58,"C","missing","South East","S & S East","Silver",4000,29,1
"8078",17777852,9,40,"B","F","Midlands","Midlands","Silver",3000,5,1
"8079",17781353,14,41,"C","F","North","N West","Silver",720,1,1
"8080",17781914,9,41,"D","U","Scottish","C Scotland","Tin",0.01,5,1
"8081",17783127,10,54,"A","F","South East","London","Gold",6053.34,4,0
"8082",17785367,NA,35,"F","F","South East","S & S East","Silver",2800,11,1
"8083",17790255,8,51,"D","M","North","N West","Silver",50,2,0
"8084",17794676,9,42,"C","M","South East","London","Tin",0.01,5,0
"8085",17796369,11,33,"F","F","Midlands","Wales & West","Tin",0.01,8,0
"8086",17796563,6,67,"D","F","Midlands","Midlands","Silver",5000,7,0
"8087",17797675,7,33,"C","F","Midlands","Wales & West","Tin",0.01,8,0
"8088",17797780,12,44,"B","F","South East","London","Silver",1500,5,1
"8089",17797942,10,58,"B","M","South East","London","Gold",6994.34,1,0
"8090",17798078,4,68,"A","U","Midlands","Wales & West","Silver",4000,5,0
"8091",17798957,8,63,"F","F","Midlands","Midlands","Silver",2000.01,9,0
"8092",17801052,6,NA,"E","F","North","Yorkshire","Tin",0.01,5,0
"8093",17801982,18,35,"F","F","South East","London","Tin",0.01,5,1
"8094",17802547,5,63,"B","F","Midlands","Midlands","Gold",6000,2,1
"8095",17804477,14,40,"C","F","Midlands","East","Silver",2500,6,1
"8096",17804698,9,43,"F","F","Midlands","Wales & West","Silver",420,7,1
"8097",17805139,7,64,"B","F","South West","S West","Gold",6000,1,0
"8098",17805236,5,62,"A","M","South East","London","Gold",7552.66,12,0
"8099",17805961,3,66,"D","U","North","N East","Silver",2000,5,0
"8100",17807336,NA,59,"A","M","South East","London","Silver",5000,1,0
"8101",17807859,7,NA,"B","M","South East","London","Gold",7000,5,0
"8102",17808529,8,54,"A","F","South East","London","Gold",6000,1,0
"8103",17811457,2,52,"F","F","North","Yorkshire","Tin",0.01,6,0
"8104",17811619,9,39,"D","missing","South East","London","Silver",1000,6,0
"8105",17812410,6,64,"B","U","South East","S & S East","Gold",10600,5,0
"8106",17813026,6,58,"B","M","South East","London","Tin",0.01,5,0
"8107",17815932,7,34,"A","F","South East","London","Tin",0.01,6,0
"8108",17817382,16,66,"F","F","Scottish","C Scotland","Gold",6000,2,0
"8109",17818079,5,64,"F","F","Scottish","N Scot","Tin",0.01,4,0
"8110",17818362,11,71,"F","M","South East","S & S East","Gold",5792.75,15,0
"8111",17820642,10,36,"B","M","South East","London","Tin",0.01,10,1
"8112",17821088,11,28,"C","F","Midlands","Wales & West","Silver",1000,2,1
"8113",17822203,8,48,"F","F","Midlands","Wales & West","Silver",500,8,0
"8114",17823226,7,41,"D","missing","South East","S & S East","Tin",0.01,4,0
"8115",17824834,6,56,"C","F","South East","S & S East","Platinum",20567.8,3,0
"8116",17825156,7,67,"F","M","Midlands","East","Silver",3000,5,0
"8117",17825881,10,NA,"F","M","missing","missing","Gold",17782.83,9,0
"8118",17829585,7,59,"B","missing","Midlands","Midlands","Gold",12000,19,0
"8119",17830362,12,23,"missing","M","Midlands","Midlands","Silver",300,2,1
"8120",17832624,6,31,"D","M","Midlands","Wales & West","Tin",0.01,4,0
"8121",17834015,2,61,"D","U","North","N East","Gold",15000,3,0
"8122",17834481,5,55,"F","missing","South East","S & S East","Silver",60,10,0
"8123",17836115,9,NA,"F","F","Midlands","Wales & West","Silver",300,9,1
"8124",17836425,7,40,"D","F","South East","S & S East","Gold",6000,4,0
"8125",17837367,8,58,"E","F","South West","S West","Tin",0.01,8,0
"8126",17837936,NA,72,"F","F","North","N West","Silver",2000,4,0
"8127",17839270,7,45,"C","M","South East","London","Tin",0.01,10,0
"8128",17839718,9,53,"D","F","South East","London","Gold",6000,2,1
"8129",17841062,8,27,"E","M","Midlands","Midlands","Silver",420,4,0
"8130",17843588,9,NA,"F","F","North","Yorkshire","Gold",6000,4,0
"8131",17844215,14,NA,"A","F","missing","missing","Gold",6000,2,0
"8132",17845211,5,72,"F","F","Midlands","Wales & West","Silver",500,10,0
"8133",17845629,11,NA,"F","U","Scottish","C Scotland","Silver",2000,3,0
"8134",17849020,20,33,"A","M","South East","London","Silver",1750,9,1
"8135",17849276,12,55,"F","missing","North","Yorkshire","Tin",0.01,6,1
"8136",17850320,8,68,"B","missing","South West","S West","Gold",10193.87,3,0
"8137",17851807,14,38,"F","F","Midlands","East","Tin",0.01,8,1
"8138",17854903,9,74,"D","F","Midlands","Midlands","Silver",3000,8,0
"8139",17855020,14,57,"F","F","South East","S & S East","Silver",3000,5,1
"8140",17860342,NA,52,"B","M","South East","London","Silver",300,9,0
"8141",17861225,5,41,"C","F","Midlands","Midlands","Gold",6105.32,7,0
"8142",17861748,5,40,"C","M","North","Yorkshire","Gold",6000,2,0
"8143",17862698,NA,51,"E","M","North","N West","Tin",0.01,7,0
"8144",17864984,12,55,"F","missing","South West","S West","Silver",3000,6,0
"8145",17865174,11,66,"F","F","South East","London","Gold",6053.35,7,0
"8146",17866413,3,50,"B","F","North","Yorkshire","Tin",0.01,7,0
"8147",17873223,12,NA,"E","M","Midlands","Wales & West","Tin",0.01,5,0
"8148",17880955,11,48,"B","missing","Scottish","Border","Tin",0.01,8,0
"8149",17881811,11,69,"E","F","North","Yorkshire","Gold",6000,2,0
"8150",17882133,11,47,"B","F","North","N East","Silver",3000,8,0
"8151",17882249,NA,31,"C","M","North","N East","Tin",0.01,5,0
"8152",17883008,8,39,"E","missing","Midlands","Midlands","Silver",1000.01,5,0
"8153",17884020,10,52,"A","F","North","N West","Silver",523.95,10,0
"8154",17885116,13,58,"B","M","Midlands","Wales & West","Gold",8000,2,0
"8155",17889863,6,37,"E","F","Scottish","N Scot","Gold",6000,1,1
"8156",17892600,9,76,"D","M","South East","S & S East","Silver",1100,12,0
"8157",17894034,10,67,"B","M","South East","London","Gold",6000,2,1
"8158",17897777,11,58,"C","F","North","Yorkshire","Silver",1000,8,0
"8159",17899362,5,38,"A","M","South East","London","Silver",3000,3,1
"8160",17900719,6,46,"D","M","Midlands","Midlands","Tin",0.01,8,0
"8161",17901383,13,58,"F","F","Midlands","Wales & West","Silver",3220,9,1
"8162",17901928,9,75,"B","F","Midlands","Midlands","Silver",3000,5,0
"8163",17904706,8,31,"F","M","South East","London","Tin",0.01,5,1
"8164",17907691,13,NA,"B","F","Scottish","C Scotland","Tin",0.01,5,1
"8165",17908531,3,51,"B","F","North","N West","Gold",6000,4,0
"8166",17911524,4,60,"F","F","South East","London","Silver",1000,9,0
"8167",17913217,8,57,"F","F","North","Yorkshire","Gold",6000,3,0
"8168",17914043,7,37,"missing","F","South East","S & S East","Tin",0.01,5,0
"8169",17916097,9,54,"B","F","Midlands","Wales & West","Tin",0.01,4,0
"8170",17918111,20,48,"F","F","South East","S & S East","Gold",6053.35,6,1
"8171",17919770,10,40,"C","F","South East","London","Silver",500,10,0
"8172",17919908,9,77,"A","F","South East","London","Gold",10000,10,0
"8173",17920558,8,75,"E","missing","North","N West","Silver",2400,8,0
"8174",17922399,6,NA,"C","F","South East","London","Tin",0.01,8,0
"8175",17933161,3,41,"C","M","South East","London","Tin",0.01,8,0
"8176",17934591,8,58,"A","F","North","N East","Silver",3000,3,0
"8177",17944023,13,37,"C","F","South East","London","Tin",0.01,4,1
"8178",17950368,9,67,"D","F","South East","S & S East","Gold",10000,28,1
"8179",17951909,14,65,"D","F","North","N West","Gold",11000,6,1
"8180",17953839,6,32,"D","M","North","N East","Silver",2500,2,1
"8181",17954487,7,33,"F","F","North","N West","Silver",3000,4,0
"8182",17960703,5,52,"D","F","Scottish","N Scot","Platinum",20728.91,3,0
"8183",17962382,7,45,"D","F","North","N West","Tin",0.01,NA,0
"8184",17962862,12,47,"B","F","North","N East","Gold",6000,2,1
"8185",17966264,13,56,"missing","F","Midlands","East","Silver",1000,10,1
"8186",17971187,7,45,"E","M","South East","London","Tin",0.01,8,0
"8187",17971721,17,51,"A","F","South East","London","Silver",3750,4,1
"8188",17973139,16,41,"C","F","Midlands","East","Silver",3000,8,1
"8189",17974062,6,42,"D","F","South East","S & S East","Tin",0.01,8,1
"8190",17978335,16,59,"F","F","South East","London","Silver",1500,9,1
"8191",17980585,10,54,"E","F","Midlands","Midlands","Tin",0.01,6,0
"8192",17980828,7,32,"E","missing","Midlands","Midlands","Silver",3000,8,0
"8193",17982502,5,69,"E","F","Midlands","East","Gold",6400,17,0
"8194",17983436,12,78,"A","F","South East","London","Tin",0.01,16,0
"8195",17986869,NA,64,"F","M","North","Yorkshire","Gold",11600,12,0
"8196",17988381,10,47,"F","F","North","N West","Gold",6000,6,0
"8197",17989515,14,31,"E","M","South East","London","Tin",0.01,4,0
"8198",17989760,6,65,"D","U","South East","S & S East","Silver",100,11,0
"8199",17990661,7,48,"missing","F","Midlands","Ulster","Silver",50,1,0
"8200",17991080,7,60,"D","F","Midlands","East","Gold",6053.35,6,0
"8201",17992214,13,73,"A","M","South East","S & S East","Platinum",20579.72,3,0
"8202",17993520,3,65,"A","F","South East","London","Gold",10000,1,0
"8203",17993768,13,31,"C","F","North","N East","Silver",420,5,1
"8204",18001637,17,55,"A","missing","South East","London","Tin",0.01,27,0
"8205",18001890,6,59,"F","U","Midlands","East","Gold",6000,1,0
"8206",18008445,11,33,"D","F","Midlands","Midlands","Tin",0.01,4,1
"8207",18009468,11,62,"C","F","Midlands","East","Tin",0.01,5,0
"8208",18013236,9,74,"C","F","South East","S & S East","Silver",2000,16,0
"8209",18014917,10,57,"B","missing","South East","London","Silver",3000,6,0
"8210",18016073,10,NA,"E","M","missing","missing","Silver",5000,12,0
"8211",18018556,7,50,"U","F","South East","London","Tin",0.01,5,0
"8212",18025072,12,78,"B","F","South East","London","Silver",4300,15,0
"8213",18025579,9,73,"E","M","South East","S & S East","Silver",4000,5,0
"8214",18025927,4,50,"D","F","North","N East","Silver",600,9,0
"8215",18027164,6,60,"D","M","North","N West","Tin",0.01,8,0
"8216",18030920,8,34,"F","U","Scottish","C Scotland","Tin",0.01,5,1
"8217",18031293,4,32,"F","M","Midlands","Wales & West","Tin",0.01,8,0
"8218",18033741,8,59,"C","missing","South East","London","Gold",6000,1,0
"8219",18034403,8,56,"C","F","Midlands","Midlands","Tin",0.01,5,0
"8220",18035140,6,78,"F","F","Midlands","Midlands","Gold",12000,9,0
"8221",18036457,3,66,"B","F","Midlands","Midlands","Silver",1500,5,0
"8222",18037852,12,37,"missing","F","South East","S & S East","Tin",0.01,4,1
"8223",18043828,7,78,"C","missing","South East","S & S East","Silver",3000,10,0
"8224",18046894,4,60,"C","F","North","N West","Gold",6000,1,0
"8225",18047602,5,45,"D","missing","South East","London","Silver",2000,1,0
"8226",18049605,NA,52,"D","M","Scottish","C Scotland","Silver",3000,1,0
"8227",18050697,6,66,"C","F","Midlands","East","Tin",0.01,9,0
"8228",18052991,7,25,"C","F","North","N West","Gold",6000,2,1
"8229",18053068,23,31,"D","F","North","Yorkshire","Silver",2900,1,1
"8230",18054439,9,66,"E","F","Scottish","N Scot","Gold",6000,2,1
"8231",18055419,5,72,"D","U","South East","S & S East","Silver",500,9,0
"8232",18061109,12,41,"C","F","South East","S & S East","Tin",0.01,8,1
"8233",18061702,4,41,"A","M","Scottish","C Scotland","Tin",0.01,7,0
"8234",18062997,9,32,"F","F","South East","London","Silver",1000,5,1
"8235",18063977,8,34,"C","missing","South East","S & S East","Tin",0.01,5,0
"8236",18064361,9,67,"D","M","South East","London","Tin",0.01,5,0
"8237",18065783,13,68,"D","F","North","Yorkshire","Gold",6000,1,0
"8238",18067859,8,51,"D","F","North","Yorkshire","Silver",3026.67,7,0
"8239",18069142,7,42,"missing","F","Midlands","Ulster","Gold",12760,5,0
"8240",18072267,8,77,"E","missing","Midlands","Wales & West","Tin",0.01,8,0
"8241",18075045,9,26,"F","F","Midlands","Midlands","Silver",40,3,1
"8242",18076025,NA,53,"F","F","South East","S & S East","Silver",2000,1,0
"8243",18076335,7,68,"D","F","South East","London","Gold",16884.25,14,1
"8244",18078281,11,31,"F","M","Midlands","East","Tin",0.01,5,0
"8245",18078613,5,69,"D","M","South East","London","Silver",3500,5,0
"8246",18079229,8,39,"missing","M","Midlands","Ulster","Silver",5000,6,1
"8247",18079830,11,55,"E","F","South East","S & S East","Gold",10000,1,0
"8248",18084966,12,48,"D","missing","South East","S & S East","Silver",3000,3,0
"8249",18086543,23,34,"D","F","Midlands","Wales & West","Silver",1000,2,1
"8250",18086926,14,36,"F","F","South East","London","Silver",47.71,4,1
"8251",18089518,11,50,"C","F","North","N West","Silver",3000,7,0
"8252",18094430,5,52,"D","missing","North","N West","Tin",0.01,5,0
"8253",18096409,11,63,"C","U","missing","missing","Gold",6000,2,1
"8254",18100465,8,38,"F","F","South East","London","Tin",0.01,8,1
"8255",18100880,12,65,"C","M","South East","London","Tin",0.01,9,0
"8256",18104819,8,44,"F","M","North","N East","Gold",10500,3,1
"8257",18105459,6,52,"F","F","North","N West","Gold",8385,1,0
"8258",18105521,6,59,"B","F","Midlands","Wales & West","Platinum",20733.74,3,0
"8259",18106854,20,34,"E","F","Midlands","Midlands","Tin",0.01,5,1
"8260",18107354,16,51,"F","F","South East","S & S East","Tin",0.01,4,0
"8261",18107524,8,35,"F","F","North","N West","Tin",0.01,4,0
"8262",18108091,13,66,"E","M","North","N East","Silver",3000,8,0
"8263",18110002,8,66,"F","missing","North","N East","Gold",6500,6,0
"8264",18114776,11,73,"D","U","Midlands","Midlands","Platinum",20096.56,3,0
"8265",18114970,12,45,"D","F","North","Yorkshire","Silver",480,1,0
"8266",18117643,4,61,"F","F","North","Yorkshire","Silver",2489.81,3,0
"8267",18119387,9,54,"A","F","South East","S & S East","Gold",6105.32,7,0
"8268",18120997,11,51,"E","missing","Midlands","Wales & West","Gold",14000,3,1
"8269",18121837,12,47,"missing","F","Midlands","Ulster","Silver",2400,1,1
"8270",18122167,6,56,"E","M","South East","London","Gold",6000,1,1
"8271",18122914,9,73,"A","F","South East","London","Tin",0.01,6,0
"8272",18126200,11,66,"C","M","South East","London","Silver",1000,30,0
"8273",18126340,6,65,"F","missing","North","N West","Silver",1000,5,1
"8274",18128068,9,44,"C","F","South East","London","Tin",0.01,5,1
"8275",18128270,12,61,"B","F","Midlands","Midlands","Gold",12000,8,0
"8276",18129021,15,58,"B","M","Midlands","East","Gold",7000,1,1
"8277",18132421,NA,73,"F","M","Midlands","East","Gold",12000,8,0
"8278",18133630,7,56,"E","M","North","N West","Silver",600,1,0
"8279",18138063,14,32,"E","F","Scottish","C Scotland","Tin",0.01,5,1
"8280",18140017,10,49,"B","U","South East","S & S East","Tin",0.01,8,0
"8281",18145515,7,70,"C","F","Scottish","C Scotland","Gold",16000,15,1
"8282",18146309,7,36,"F","F","North","N West","Gold",15000,11,0
"8283",18147313,15,30,"C","F","Midlands","East","Platinum",25909.68,1,1
"8284",18149243,6,42,"D","F","North","Yorkshire","Tin",0.01,4,0
"8285",18149448,11,NA,"F","M","North","Yorkshire","Silver",2000,9,0
"8286",18150594,13,35,"C","M","Midlands","East","Gold",8907.15,3,1
"8287",18151663,10,NA,"D","F","South West","S West","Silver",1000,2,0
"8288",18152368,4,41,"F","F","Midlands","East","Tin",0.01,5,0
"8289",18160182,14,42,"B","M","South East","London","Tin",0.01,6,1
"8290",18163394,12,74,"C","missing","South West","S West","Tin",0.01,6,0
"8291",18165346,11,75,"missing","F","Midlands","Ulster","Gold",6000,2,1
"8292",18167381,7,70,"E","M","South East","London","Silver",3000,8,0
"8293",18169759,4,71,"B","M","South East","London","Platinum",23000,8,0
"8294",18172563,4,50,"D","M","South East","London","Gold",6000,1,0
"8295",18174167,9,63,"C","F","Midlands","Midlands","Silver",3000,9,0
"8296",18175783,8,51,"C","F","Midlands","East","Tin",0.01,5,0
"8297",18180183,20,34,"B","F","South East","S & S East","Tin",0.01,7,1
"8298",18180469,9,65,"F","M","Scottish","C Scotland","Gold",10626.68,6,0
"8299",18180671,6,48,"B","M","Midlands","East","Silver",2000,4,0
"8300",18181430,7,74,"B","F","South East","London","Gold",6000,1,0
"8301",18183409,7,34,"E","F","Midlands","Midlands","Silver",132.6,1,1
"8302",18186033,4,40,"A","F","South East","S & S East","Tin",0.01,7,0
"8303",18186475,7,44,"E","M","Scottish","Border","Silver",2000,8,0
"8304",18187625,6,31,"D","U","Midlands","East","Gold",6000,2,0
"8305",18188354,9,47,"A","M","South East","London","Gold",12000,15,0
"8306",18189199,9,40,"D","M","South East","S & S East","Tin",0.01,5,0
"8307",18189768,25,37,"E","F","North","N West","Silver",3500,5,1
"8308",18191142,6,38,"F","F","Midlands","Midlands","Silver",50,7,0
"8309",18192483,10,51,"missing","F","Midlands","Ulster","Tin",0.01,5,0
"8310",18195857,8,28,"F","M","Midlands","Midlands","Tin",0.01,NA,0
"8311",18196136,8,65,"missing","F","Midlands","Ulster","Gold",12000,1,0
"8312",18197035,8,44,"D","U","Midlands","Wales & West","Tin",0.01,5,1
"8313",18197663,12,53,"D","M","Midlands","East","Silver",3000,3,0
"8314",18198554,10,NA,"E","U","Midlands","Midlands","Silver",1920,5,0
"8315",18200079,7,48,"A","missing","South East","London","Silver",5000,1,0
"8316",18201806,12,57,"B","M","South East","London","Tin",0.01,8,0
"8317",18202020,12,48,"C","F","Midlands","Midlands","Gold",6000,1,1
"8318",18203299,10,72,"E","F","South West","S West","Gold",13483.15,1,0
"8319",18203515,9,64,"D","F","South East","London","Gold",8000,20,0
"8320",18203817,9,43,"A","M","South East","London","Tin",0.01,7,0
"8321",18207383,5,54,"C","F","South East","London","Silver",1100,9,0
"8322",18210740,5,67,"F","F","North","Yorkshire","Gold",6000,5,0
"8323",18211070,9,48,"F","M","Midlands","East","Silver",500,9,0
"8324",18212026,12,52,"A","M","North","N East","Gold",10000,3,0
"8325",18213006,8,54,"A","M","South East","S & S East","Silver",2000,11,0
"8326",18213707,12,40,"D","F","Midlands","Midlands","Tin",0.01,8,0
"8327",18215106,8,56,"F","F","Midlands","Wales & West","Gold",6000,1,0
"8328",18216889,11,50,"C","M","Midlands","Wales & West","Silver",1006.74,2,0
"8329",18217958,15,54,"C","M","Midlands","Midlands","Tin",0.01,5,0
"8330",18219632,9,NA,"C","F","South East","S & S East","Gold",9000,3,0
"8331",18219918,8,45,"D","M","Midlands","East","Tin",0.01,5,0
"8332",18220312,12,36,"D","F","North","Yorkshire","Tin",0.01,6,1
"8333",18221688,8,43,"E","U","North","Yorkshire","Silver",50,7,0
"8334",18224504,9,67,"C","F","South East","London","Gold",9000,6,1
"8335",18228097,4,62,"A","M","North","N West","Silver",1000,5,0
"8336",18229891,5,43,"F","M","South East","S & S East","Gold",6448,1,0
"8337",18232256,9,NA,"E","F","North","N West","Gold",6000,3,0
"8338",18232957,8,55,"D","missing","Midlands","Wales & West","Tin",0.01,4,0
"8339",18236804,9,49,"B","F","Midlands","East","Tin",0.01,5,0
"8340",18238114,8,49,"E","F","North","N West","Tin",0.01,5,0
"8341",18239536,3,53,"C","F","North","N West","Silver",0.02,4,0
"8342",18239595,11,55,"C","missing","South East","London","Tin",0.01,7,0
"8343",18244777,8,51,"C","missing","missing","missing","Tin",0.01,5,0
"8344",18247229,7,54,"C","F","Midlands","Wales & West","Gold",6053.35,6,0
"8345",18249019,5,46,"F","M","North","N West","Tin",0.01,4,0
"8346",18249493,16,43,"F","F","Midlands","East","Tin",0.01,11,0
"8347",18250114,7,62,"B","missing","South East","London","Silver",500,9,0
"8348",18250580,6,65,"D","F","Midlands","East","Gold",6000,2,0
"8349",18250637,3,63,"A","F","Midlands","Midlands","Gold",10213,5,0
"8350",18251412,8,79,"C","F","North","N West","Silver",4553.52,27,1
"8351",18251668,9,39,"B","F","South East","S & S East","Silver",2240,11,1
"8352",18256678,14,34,"F","M","South East","London","Tin",0.01,5,1
"8353",18257089,9,79,"B","F","Scottish","C Scotland","Gold",9038.66,4,0
"8354",18257283,10,35,"A","F","Midlands","Wales & West","Silver",1000,5,1
